qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	name	start	end	query_contig	subject_contig	subject_start	subject_end
gene_59_contig_155688	gene_63_SAMEA2621085_65	50.538000000000004	465	226	3	1	464	1	462	1.0599999999999997e-171	487.0	gene_63_SAMEA2621085_65	71747	73144	SAMEA2621085_65	SAMEA2619923_17	71747	73144
gene_94_contig_154566	gene_63_SAMEA2621085_65	60.925	389	149	3	1	387	77	464	1.6199999999999995e-175	493.0	gene_63_SAMEA2621085_65	71747	73144	SAMEA2621085_65	SAMEA2619923_17	71747	73144
gene_53_SAMEA2621151_40	gene_63_SAMEA2621085_65	65.59100000000001	465	159	1	1	464	1	465	0.0	660.0	gene_63_SAMEA2621085_65	71747	73144	SAMEA2621085_65	SAMEA2619923_17	71747	73144
gene_60_contig_155688	gene_62_SAMEA2621085_65	58.128	203	82	3	21	220	1	203	7.569999999999999e-87	251.0	gene_62_SAMEA2621085_65	71139	71750	SAMEA2621085_65	SAMEA2619923_17	71139	71750
gene_95_contig_154566	gene_62_SAMEA2621085_65	54.63399999999999	205	90	3	1	204	1	203	8.429999999999999e-76	223.0	gene_62_SAMEA2621085_65	71139	71750	SAMEA2621085_65	SAMEA2619923_17	71139	71750
gene_18_contig_156409	gene_62_SAMEA2621085_65	52.708999999999996	203	90	4	1	197	1	203	3.8699999999999994e-75	221.0	gene_62_SAMEA2621085_65	71139	71750	SAMEA2621085_65	SAMEA2619923_17	71139	71750
gene_54_SAMEA2621151_40	gene_62_SAMEA2621085_65	66.01	203	68	1	1	202	1	203	5.549999999999999e-102	289.0	gene_62_SAMEA2621085_65	71139	71750	SAMEA2621085_65	SAMEA2619923_17	71139	71750
gene_56_SAMEA2619923_17	gene_62_SAMEA2621085_65	53.17100000000001	205	84	5	3	200	4	203	5.19e-72	213.0	gene_62_SAMEA2621085_65	71139	71750	SAMEA2621085_65	SAMEA2619923_17	71139	71750
gene_61_contig_155688	gene_60_SAMEA2621085_65	50.8	500	239	6	7	504	3	497	1.7999999999999997e-167	479.0	gene_60_SAMEA2621085_65	69455	70972	SAMEA2621085_65	SAMEA2619923_17	69455	70972
gene_96_contig_154566	gene_60_SAMEA2621085_65	55.876000000000005	485	212	2	14	496	12	496	0.0	538.0	gene_60_SAMEA2621085_65	69455	70972	SAMEA2621085_65	SAMEA2619923_17	69455	70972
gene_63_contig_155688	gene_52_SAMEA2621085_65	60.952	105	40	1	1	104	10	114	2.91e-42	130.0	gene_52_SAMEA2621085_65	59742	60089	SAMEA2621085_65	SAMEA2619923_17	59742	60089
gene_106_contig_154566	gene_52_SAMEA2621085_65	59.13	115	46	1	1	114	1	115	1.7099999999999998e-48	147.0	gene_52_SAMEA2621085_65	59742	60089	SAMEA2621085_65	SAMEA2619923_17	59742	60089
gene_62_SAMEA2621151_40	gene_52_SAMEA2621085_65	66.957	115	37	1	1	114	1	115	8.540000000000001e-57	168.0	gene_52_SAMEA2621085_65	59742	60089	SAMEA2621085_65	SAMEA2619923_17	59742	60089
gene_66_contig_155688	gene_12_SAMEA2621085_65	85.10600000000001	94	14	0	19	112	13	106	1.55e-51	154.0	gene_12_SAMEA2621085_65	6907	7227	SAMEA2621085_65	SAMEA2619923_17	6907	7227
gene_40_contig_154566	gene_12_SAMEA2621085_65	92.30799999999999	104	8	0	156	259	3	106	1.35e-64	193.0	gene_12_SAMEA2621085_65	6907	7227	SAMEA2621085_65	SAMEA2619923_17	6907	7227
gene_15_contig_156409	gene_12_SAMEA2621085_65	86.792	106	14	0	1	106	1	106	2.53e-62	181.0	gene_12_SAMEA2621085_65	6907	7227	SAMEA2621085_65	SAMEA2619923_17	6907	7227
gene_98_SAMEA2621151_40	gene_12_SAMEA2621085_65	84.906	106	14	1	35	138	1	106	8.440000000000001e-59	174.0	gene_12_SAMEA2621085_65	6907	7227	SAMEA2621085_65	SAMEA2619923_17	6907	7227
gene_74_contig_155688	gene_43_SAMEA2621085_65	64.43	149	53	0	1	149	1	149	1.4999999999999996e-68	200.0	gene_43_SAMEA2621085_65	36282	36731	SAMEA2621085_65	SAMEA2619923_17	36282	36731
gene_9_contig_154566	gene_43_SAMEA2621085_65	72.483	149	41	0	1	149	1	149	8.06e-80	229.0	gene_43_SAMEA2621085_65	36282	36731	SAMEA2621085_65	SAMEA2619923_17	36282	36731
gene_96_contig_156409	gene_43_SAMEA2621085_65	55.943999999999996	143	63	0	3	145	6	148	1.6499999999999998e-62	185.0	gene_43_SAMEA2621085_65	36282	36731	SAMEA2621085_65	SAMEA2619923_17	36282	36731
gene_72_SAMEA2621151_40	gene_43_SAMEA2621085_65	75.168	149	37	0	1	149	1	149	8.599999999999999e-86	244.0	gene_43_SAMEA2621085_65	36282	36731	SAMEA2621085_65	SAMEA2619923_17	36282	36731
gene_42_SAMEA2619923_17	gene_43_SAMEA2621085_65	71.812	149	41	1	1	148	1	149	1.4099999999999998e-80	231.0	gene_43_SAMEA2621085_65	36282	36731	SAMEA2621085_65	SAMEA2619923_17	36282	36731
gene_76_contig_155688	gene_41_SAMEA2621085_65	68.868	530	153	5	1	528	1	520	0.0	749.0	gene_41_SAMEA2621085_65	34347	35912	SAMEA2621085_65	SAMEA2619923_17	34347	35912
gene_11_contig_154566	gene_41_SAMEA2621085_65	61.001999999999995	559	179	9	1	559	1	520	0.0	680.0	gene_41_SAMEA2621085_65	34347	35912	SAMEA2621085_65	SAMEA2619923_17	34347	35912
gene_74_SAMEA2621151_40	gene_41_SAMEA2621085_65	74.242	528	129	4	1	528	1	521	0.0	811.0	gene_41_SAMEA2621085_65	34347	35912	SAMEA2621085_65	SAMEA2619923_17	34347	35912
gene_41_SAMEA2619923_17	gene_41_SAMEA2621085_65	71.839	522	145	2	1	521	1	521	0.0	784.0	gene_41_SAMEA2621085_65	34347	35912	SAMEA2621085_65	SAMEA2619923_17	34347	35912
gene_78_contig_155688	gene_39_SAMEA2621085_65	51.22	82	37	1	1	79	13	94	2.44e-28	94.4	gene_39_SAMEA2621085_65	32552	32836	SAMEA2621085_65	SAMEA2619923_17	32552	32836
gene_12_contig_154566	gene_39_SAMEA2621085_65	59.341	91	37	0	1	91	1	91	1.81e-39	123.0	gene_39_SAMEA2621085_65	32552	32836	SAMEA2621085_65	SAMEA2619923_17	32552	32836
gene_75_SAMEA2621151_40	gene_39_SAMEA2621085_65	53.763000000000005	93	41	1	1	91	1	93	6.3e-38	119.0	gene_39_SAMEA2621085_65	32552	32836	SAMEA2621085_65	SAMEA2619923_17	32552	32836
gene_39_SAMEA2619923_17	gene_39_SAMEA2621085_65	50.0	88	44	0	6	93	7	94	3.5e-28	94.4	gene_39_SAMEA2621085_65	32552	32836	SAMEA2621085_65	SAMEA2619923_17	32552	32836
gene_81_SAMEA2621085_65	gene_16_contig_155688	54.46	213	80	6	18	225	7	207	5.309999999999999e-69	207.0	gene_16_contig_155688	12068	12691	SAMEA2621085_65	SAMEA2619923_17	12068	12691
gene_34_SAMEA2621151_40	gene_16_contig_155688	52.885	208	87	4	41	244	7	207	6.019999999999999e-64	194.0	gene_16_contig_155688	12068	12691	SAMEA2621085_65	SAMEA2619923_17	12068	12691
gene_83_contig_155688	gene_35_SAMEA2621085_65	81.915	376	58	3	1	366	1	376	0.0	623.0	gene_35_SAMEA2621085_65	30007	31137	SAMEA2621085_65	SAMEA2619923_17	30007	31137
gene_17_contig_154566	gene_35_SAMEA2621085_65	86.20700000000001	377	51	1	1	377	1	376	0.0	671.0	gene_35_SAMEA2621085_65	30007	31137	SAMEA2621085_65	SAMEA2619923_17	30007	31137
gene_88_contig_156409	gene_35_SAMEA2621085_65	71.99	382	100	4	1	381	1	376	0.0	553.0	gene_35_SAMEA2621085_65	30007	31137	SAMEA2621085_65	SAMEA2619923_17	30007	31137
gene_78_SAMEA2621151_40	gene_35_SAMEA2621085_65	80.102	392	61	5	1	391	1	376	0.0	622.0	gene_35_SAMEA2621085_65	30007	31137	SAMEA2621085_65	SAMEA2619923_17	30007	31137
gene_31_SAMEA2619923_17	gene_35_SAMEA2621085_65	76.962	395	71	3	1	394	1	376	0.0	617.0	gene_35_SAMEA2621085_65	30007	31137	SAMEA2621085_65	SAMEA2619923_17	30007	31137
gene_84_contig_155688	gene_34_SAMEA2621085_65	58.887	467	160	10	11	458	14	467	2.2699999999999993e-160	458.0	gene_34_SAMEA2621085_65	28595	30001	SAMEA2621085_65	SAMEA2619923_17	28595	30001
gene_18_contig_154566	gene_34_SAMEA2621085_65	65.605	471	126	8	8	460	14	466	0.0	535.0	gene_34_SAMEA2621085_65	28595	30001	SAMEA2621085_65	SAMEA2619923_17	28595	30001
gene_87_contig_156409	gene_34_SAMEA2621085_65	51.143	481	195	9	8	471	10	467	7.059999999999998e-134	391.0	gene_34_SAMEA2621085_65	28595	30001	SAMEA2621085_65	SAMEA2619923_17	28595	30001
gene_79_SAMEA2621151_40	gene_34_SAMEA2621085_65	63.203	462	154	6	12	464	11	465	0.0	518.0	gene_34_SAMEA2621085_65	28595	30001	SAMEA2621085_65	SAMEA2619923_17	28595	30001
gene_30_SAMEA2619923_17	gene_34_SAMEA2621085_65	54.585	458	188	6	17	459	14	466	5.779999999999998e-155	444.0	gene_34_SAMEA2621085_65	28595	30001	SAMEA2621085_65	SAMEA2619923_17	28595	30001
gene_89_contig_155688	gene_29_SAMEA2621085_65	65.152	594	196	3	1	592	1	585	0.0	809.0	gene_29_SAMEA2621085_65	20001	21761	SAMEA2621085_65	SAMEA2619923_17	20001	21761
gene_23_contig_154566	gene_29_SAMEA2621085_65	71.233	584	162	4	2	580	4	586	0.0	834.0	gene_29_SAMEA2621085_65	20001	21761	SAMEA2621085_65	SAMEA2619923_17	20001	21761
gene_82_contig_156409	gene_29_SAMEA2621085_65	57.262	599	234	7	1	595	1	581	0.0	694.0	gene_29_SAMEA2621085_65	20001	21761	SAMEA2621085_65	SAMEA2619923_17	20001	21761
gene_84_SAMEA2621151_40	gene_29_SAMEA2621085_65	73.118	558	136	3	1	545	30	586	0.0	840.0	gene_29_SAMEA2621085_65	20001	21761	SAMEA2621085_65	SAMEA2619923_17	20001	21761
gene_25_SAMEA2619923_17	gene_29_SAMEA2621085_65	62.415	588	213	5	1	582	1	586	0.0	762.0	gene_29_SAMEA2621085_65	20001	21761	SAMEA2621085_65	SAMEA2619923_17	20001	21761
gene_91_contig_155688	gene_14_SAMEA2621085_65	83.333	102	15	2	1	101	1	101	1.3499999999999998e-55	165.0	gene_14_SAMEA2621085_65	7591	7911	SAMEA2621085_65	SAMEA2619923_17	7591	7911
gene_13_contig_156409	gene_14_SAMEA2621085_65	78.351	97	20	1	2	97	8	104	6.9e-48	144.0	gene_14_SAMEA2621085_65	7591	7911	SAMEA2621085_65	SAMEA2619923_17	7591	7911
gene_94_contig_155688	gene_27_SAMEA2621085_65	76.065	493	115	1	1	493	2	491	0.0	808.0	gene_27_SAMEA2621085_65	17275	18750	SAMEA2621085_65	SAMEA2619923_17	17275	18750
gene_25_contig_154566	gene_27_SAMEA2621085_65	81.02	490	91	1	4	493	4	491	0.0	855.0	gene_27_SAMEA2621085_65	17275	18750	SAMEA2621085_65	SAMEA2619923_17	17275	18750
gene_86_SAMEA2621151_40	gene_27_SAMEA2621085_65	82.787	488	83	1	5	491	4	491	0.0	870.0	gene_27_SAMEA2621085_65	17275	18750	SAMEA2621085_65	SAMEA2619923_17	17275	18750
gene_23_SAMEA2619923_17	gene_27_SAMEA2621085_65	68.507	489	150	2	7	495	6	490	0.0	723.0	gene_27_SAMEA2621085_65	17275	18750	SAMEA2621085_65	SAMEA2619923_17	17275	18750
gene_98_contig_155688	gene_22_SAMEA2621085_65	62.911	213	78	1	4	216	3	214	5.139999999999998e-104	296.0	gene_22_SAMEA2621085_65	11777	12454	SAMEA2621085_65	SAMEA2619923_17	11777	12454
gene_30_contig_154566	gene_22_SAMEA2621085_65	67.143	210	69	0	1	210	5	214	2.0099999999999993e-108	307.0	gene_22_SAMEA2621085_65	11777	12454	SAMEA2621085_65	SAMEA2619923_17	11777	12454
gene_75_contig_156409	gene_22_SAMEA2621085_65	51.54600000000001	194	92	2	2	194	22	214	1.5399999999999997e-75	223.0	gene_22_SAMEA2621085_65	11777	12454	SAMEA2621085_65	SAMEA2619923_17	11777	12454
gene_91_SAMEA2621151_40	gene_22_SAMEA2621085_65	67.513	197	64	0	2	198	18	214	9.249999999999999e-108	305.0	gene_22_SAMEA2621085_65	11777	12454	SAMEA2621085_65	SAMEA2619923_17	11777	12454
gene_19_SAMEA2619923_17	gene_22_SAMEA2621085_65	55.869	213	93	1	12	223	2	214	2.8399999999999993e-88	257.0	gene_22_SAMEA2621085_65	11777	12454	SAMEA2621085_65	SAMEA2619923_17	11777	12454
gene_14_contig_154566	gene_38_SAMEA2621085_65	93.54799999999999	93	6	0	1	93	1	93	3.44e-59	172.0	gene_38_SAMEA2621085_65	32047	32328	SAMEA2621085_65	SAMEA2619923_17	32047	32328
gene_1_contig_154566	gene_50_SAMEA2621085_65	50.506	1483	615	32	3751	5205	4151	5542	0.0	1371.0	gene_50_SAMEA2621085_65	41720	58351	SAMEA2621085_65	SAMEA2619923_17	41720	58351
gene_64_SAMEA2621151_40	gene_50_SAMEA2621085_65	51.62	1451	616	25	4074	5498	4151	5541	0.0	1433.0	gene_50_SAMEA2621085_65	41720	58351	SAMEA2621085_65	SAMEA2619923_17	41720	58351
gene_50_SAMEA2619923_17	gene_50_SAMEA2621085_65	52.756	127	51	2	5330	5449	4946	5070	3.19e-34	142.0	gene_50_SAMEA2621085_65	41720	58351	SAMEA2621085_65	SAMEA2619923_17	41720	58351
gene_20_SAMEA2621085_65	gene_32_contig_154566	55.34	206	84	5	1	200	1	204	9.139999999999998e-66	197.0	gene_32_contig_154566	42833	43453	SAMEA2621085_65	SAMEA2619923_17	42833	43453
gene_32_contig_154566	gene_20_SAMEA2621085_65	54.369	206	86	6	1	204	1	200	8.269999999999998e-66	197.0	gene_20_SAMEA2621085_65	10876	11484	SAMEA2621085_65	SAMEA2619923_17	10876	11484
gene_38_SAMEA2621085_65	gene_14_contig_154566	93.54799999999999	93	6	0	1	93	1	93	1.25e-51	153.0	gene_14_contig_154566	22085	22366	SAMEA2621085_65	SAMEA2619923_17	22085	22366
gene_44_SAMEA2621085_65	gene_8_contig_154566	50.79	443	190	10	247	674	314	743	1.6699999999999996e-145	437.0	gene_8_contig_154566	16847	19081	SAMEA2621085_65	SAMEA2619923_17	16847	19081
gene_46_SAMEA2621085_65	gene_6_contig_154566	62.637	91	33	1	1	91	32	121	1.12e-40	126.0	gene_6_contig_154566	15921	16286	SAMEA2621085_65	SAMEA2619923_17	15921	16286
gene_69_SAMEA2621151_40	gene_6_contig_154566	62.711999999999996	118	44	0	3	120	4	121	5.64e-58	171.0	gene_6_contig_154566	15921	16286	SAMEA2621085_65	SAMEA2619923_17	15921	16286
gene_69_SAMEA2621151_40	gene_6_contig_154566	62.711999999999996	118	44	0	3	120	4	121	5.64e-58	171.0	gene_6_contig_154566	15921	16286	SAMEA2621085_65	SAMEA2619923_17	15921	16286
gene_58_SAMEA2621085_65	gene_97_contig_154566	70.27	74	22	0	1	74	4	77	7.809999999999998e-37	115.0	gene_97_contig_154566	88703	88963	SAMEA2621085_65	SAMEA2619923_17	88703	88963
gene_57_SAMEA2621151_40	gene_97_contig_154566	81.395	86	16	0	1	86	1	86	3.3e-51	151.0	gene_97_contig_154566	88703	88963	SAMEA2621085_65	SAMEA2619923_17	88703	88963
gene_57_SAMEA2621151_40	gene_97_contig_154566	81.395	86	16	0	1	86	1	86	3.3e-51	151.0	gene_97_contig_154566	88703	88963	SAMEA2621085_65	SAMEA2619923_17	88703	88963
gene_63_SAMEA2621085_65	gene_94_contig_154566	60.668	389	150	3	77	464	1	387	4.319999999999999e-170	480.0	gene_94_contig_154566	85189	86361	SAMEA2621085_65	SAMEA2619923_17	85189	86361
gene_53_SAMEA2621151_40	gene_94_contig_154566	61.14	386	148	2	77	461	1	385	1.2999999999999996e-167	474.0	gene_94_contig_154566	85189	86361	SAMEA2621085_65	SAMEA2619923_17	85189	86361
gene_53_SAMEA2621151_40	gene_94_contig_154566	61.14	386	148	2	77	461	1	385	1.2999999999999996e-167	474.0	gene_94_contig_154566	85189	86361	SAMEA2621085_65	SAMEA2619923_17	85189	86361
gene_66_SAMEA2621085_65	gene_92_contig_154566	57.261	241	98	1	129	364	1	241	2.3899999999999997e-103	301.0	gene_92_contig_154566	83234	83965	SAMEA2621085_65	SAMEA2619923_17	83234	83965
gene_51_SAMEA2621151_40	gene_92_contig_154566	52.479	242	109	2	126	362	1	241	3.1599999999999996e-91	270.0	gene_92_contig_154566	83234	83965	SAMEA2621085_65	SAMEA2619923_17	83234	83965
gene_51_SAMEA2621151_40	gene_92_contig_154566	52.479	242	109	2	126	362	1	241	3.1599999999999996e-91	270.0	gene_92_contig_154566	83234	83965	SAMEA2621085_65	SAMEA2619923_17	83234	83965
gene_6_contig_154566	gene_46_SAMEA2621085_65	62.637	91	33	1	32	121	1	91	1.4899999999999998e-40	126.0	gene_46_SAMEA2621085_65	39481	39756	SAMEA2621085_65	SAMEA2619923_17	39481	39756
gene_69_SAMEA2621151_40	gene_46_SAMEA2621085_65	63.043	92	31	2	31	120	1	91	4.3099999999999997e-42	130.0	gene_46_SAMEA2621085_65	39481	39756	SAMEA2621085_65	SAMEA2619923_17	39481	39756
gene_85_contig_154566	gene_69_SAMEA2621085_65	50.251000000000005	796	376	7	1	792	16	795	0.0	808.0	gene_69_SAMEA2621085_65	76530	78920	SAMEA2621085_65	SAMEA2619923_17	76530	78920
gene_46_SAMEA2621151_40	gene_69_SAMEA2621085_65	52.19	799	362	9	1	798	17	796	0.0	847.0	gene_69_SAMEA2621085_65	76530	78920	SAMEA2621085_65	SAMEA2619923_17	76530	78920
gene_87_contig_154566	gene_72_SAMEA2621085_65	79.661	59	12	0	1	59	1	59	6.55e-33	103.0	gene_72_SAMEA2621085_65	80603	80788	SAMEA2621085_65	SAMEA2619923_17	80603	80788
gene_48_SAMEA2621151_40	gene_72_SAMEA2621085_65	79.661	59	12	0	6	64	1	59	1.04e-32	103.0	gene_72_SAMEA2621085_65	80603	80788	SAMEA2621085_65	SAMEA2619923_17	80603	80788
gene_64_SAMEA2619923_17	gene_72_SAMEA2621085_65	72.131	61	17	0	1	61	1	61	2.68e-31	99.8	gene_72_SAMEA2621085_65	80603	80788	SAMEA2621085_65	SAMEA2619923_17	80603	80788
gene_8_contig_154566	gene_44_SAMEA2621085_65	51.693000000000005	443	186	10	314	743	247	674	8.449999999999999e-154	459.0	gene_44_SAMEA2621085_65	36733	38760	SAMEA2621085_65	SAMEA2619923_17	36733	38760
gene_97_contig_154566	gene_58_SAMEA2621085_65	70.27	74	22	0	4	77	1	74	8.09e-37	115.0	gene_58_SAMEA2621085_65	67996	68247	SAMEA2621085_65	SAMEA2619923_17	67996	68247
gene_57_SAMEA2621151_40	gene_58_SAMEA2621085_65	71.622	74	21	0	4	77	1	74	2.1399999999999996e-37	117.0	gene_58_SAMEA2621085_65	67996	68247	SAMEA2621085_65	SAMEA2619923_17	67996	68247
gene_14_SAMEA2621085_65	gene_13_contig_156409	78.351	97	20	1	8	104	2	97	7.39e-48	144.0	gene_13_contig_156409	17274	17573	SAMEA2621085_65	SAMEA2619923_17	17274	17573
gene_14_contig_156409	gene_13_SAMEA2621085_65	97.77799999999999	45	0	1	2	45	8	52	6.530000000000001e-25	82.8	gene_13_SAMEA2621085_65	7436	7594	SAMEA2621085_65	SAMEA2619923_17	7436	7594
gene_22_SAMEA2621085_65	gene_75_contig_156409	51.22	205	98	2	22	225	2	205	3.509999999999999e-78	230.0	gene_75_contig_156409	70476	71099	SAMEA2621085_65	SAMEA2619923_17	70476	71099
gene_36_SAMEA2621085_65	gene_89_contig_156409	53.147	143	63	4	1	141	1	141	9.789999999999999e-35	114.0	gene_89_contig_156409	92553	92981	SAMEA2621085_65	SAMEA2619923_17	92553	92981
gene_64_SAMEA2621085_65	gene_20_contig_156409	50.655	229	110	2	3	229	2	229	3.2799999999999993e-75	223.0	gene_20_contig_156409	22387	23082	SAMEA2621085_65	SAMEA2619923_17	22387	23082
gene_89_contig_156409	gene_36_SAMEA2621085_65	53.147	143	63	4	1	141	1	141	3.3299999999999993e-25	90.1	gene_36_SAMEA2621085_65	31173	31601	SAMEA2621085_65	SAMEA2619923_17	31173	31601
gene_100_contig_155688	gene_94_SAMEA2621151_40	60.825	291	114	0	2	292	9	299	8.679999999999998e-122	348.0	gene_94_SAMEA2621151_40	102084	103067	SAMEA2621085_65	SAMEA2619923_17	102084	103067
gene_33_contig_154566	gene_94_SAMEA2621151_40	62.776	317	114	4	2	317	13	326	5.5199999999999985e-130	370.0	gene_94_SAMEA2621151_40	102084	103067	SAMEA2621085_65	SAMEA2619923_17	102084	103067
gene_33_contig_154566	gene_94_SAMEA2621151_40	62.776	317	114	4	2	317	13	326	5.5199999999999985e-130	370.0	gene_94_SAMEA2621151_40	102084	103067	SAMEA2621085_65	SAMEA2619923_17	102084	103067
gene_72_contig_156409	gene_94_SAMEA2621151_40	55.33	197	87	1	11	207	54	249	6.849999999999999e-73	223.0	gene_94_SAMEA2621151_40	102084	103067	SAMEA2621085_65	SAMEA2619923_17	102084	103067
gene_19_SAMEA2621085_65	gene_94_SAMEA2621151_40	67.742	310	92	3	19	321	12	320	4.5099999999999986e-141	398.0	gene_94_SAMEA2621151_40	102084	103067	SAMEA2621085_65	SAMEA2619923_17	102084	103067
gene_16_SAMEA2619923_17	gene_94_SAMEA2621151_40	57.475	301	123	3	1	298	1	299	7.369999999999999e-118	340.0	gene_94_SAMEA2621151_40	102084	103067	SAMEA2621085_65	SAMEA2619923_17	102084	103067
gene_102_contig_155688	gene_95_SAMEA2621151_40	68.22	236	73	1	1	236	1	234	1.2899999999999997e-121	342.0	gene_95_SAMEA2621151_40	103292	104002	SAMEA2621085_65	SAMEA2619923_17	103292	104002
gene_34_contig_154566	gene_95_SAMEA2621151_40	70.69	232	66	1	4	235	5	234	3.679999999999999e-129	360.0	gene_95_SAMEA2621151_40	103292	104002	SAMEA2621085_65	SAMEA2619923_17	103292	104002
gene_34_contig_154566	gene_95_SAMEA2621151_40	70.69	232	66	1	4	235	5	234	3.679999999999999e-129	360.0	gene_95_SAMEA2621151_40	103292	104002	SAMEA2621085_65	SAMEA2619923_17	103292	104002
gene_71_contig_156409	gene_95_SAMEA2621151_40	56.846000000000004	241	97	3	1	239	1	236	7.059999999999997e-104	297.0	gene_95_SAMEA2621151_40	103292	104002	SAMEA2621085_65	SAMEA2619923_17	103292	104002
gene_17_SAMEA2621085_65	gene_95_SAMEA2621151_40	69.658	234	69	1	2	235	3	234	4.2099999999999985e-130	363.0	gene_95_SAMEA2621151_40	103292	104002	SAMEA2621085_65	SAMEA2619923_17	103292	104002
gene_15_SAMEA2619923_17	gene_95_SAMEA2621151_40	63.983000000000004	236	83	1	3	238	1	234	1.5499999999999998e-120	339.0	gene_95_SAMEA2621151_40	103292	104002	SAMEA2621085_65	SAMEA2619923_17	103292	104002
gene_103_contig_155688	gene_96_SAMEA2621151_40	53.086000000000006	81	38	0	3	83	13	93	4.6399999999999995e-26	88.6	gene_96_SAMEA2621151_40	104009	104296	SAMEA2621085_65	SAMEA2619923_17	104009	104296
gene_35_contig_154566	gene_96_SAMEA2621151_40	67.949	78	25	0	3	80	13	90	4.37e-37	116.0	gene_96_SAMEA2621151_40	104009	104296	SAMEA2621085_65	SAMEA2619923_17	104009	104296
gene_35_contig_154566	gene_96_SAMEA2621151_40	67.949	78	25	0	3	80	13	90	4.37e-37	116.0	gene_96_SAMEA2621151_40	104009	104296	SAMEA2621085_65	SAMEA2619923_17	104009	104296
gene_16_SAMEA2621085_65	gene_96_SAMEA2621151_40	71.95100000000001	82	23	0	3	84	13	94	1.76e-39	122.0	gene_96_SAMEA2621151_40	104009	104296	SAMEA2621085_65	SAMEA2619923_17	104009	104296
gene_14_SAMEA2619923_17	gene_96_SAMEA2621151_40	56.716	67	29	0	3	69	13	79	1.1699999999999998e-23	82.4	gene_96_SAMEA2621151_40	104009	104296	SAMEA2621085_65	SAMEA2619923_17	104009	104296
gene_105_contig_155688	gene_100_SAMEA2621151_40	73.913	92	24	0	908	999	123	214	1.6199999999999998e-38	139.0	gene_100_SAMEA2621151_40	106067	106726	SAMEA2621085_65	SAMEA2619923_17	106067	106726
gene_37_contig_154566	gene_100_SAMEA2621151_40	81.111	90	17	0	180	269	127	216	5.649999999999999e-45	151.0	gene_100_SAMEA2621151_40	106067	106726	SAMEA2621085_65	SAMEA2619923_17	106067	106726
gene_37_contig_154566	gene_100_SAMEA2621151_40	81.111	90	17	0	180	269	127	216	5.649999999999999e-45	151.0	gene_100_SAMEA2621151_40	106067	106726	SAMEA2621085_65	SAMEA2619923_17	106067	106726
gene_10_SAMEA2621085_65	gene_100_SAMEA2621151_40	62.222	135	47	1	171	305	89	219	3.2199999999999996e-50	162.0	gene_100_SAMEA2621151_40	106067	106726	SAMEA2621085_65	SAMEA2619923_17	106067	106726
gene_16_contig_155688	gene_34_SAMEA2621151_40	52.885	208	87	4	7	207	41	244	1.7699999999999996e-62	191.0	gene_34_SAMEA2621151_40	20101	20835	SAMEA2621085_65	SAMEA2619923_17	20101	20835
gene_81_SAMEA2621085_65	gene_34_SAMEA2621151_40	61.333	225	82	2	2	225	24	244	3.409999999999999e-83	244.0	gene_34_SAMEA2621151_40	20101	20835	SAMEA2621085_65	SAMEA2619923_17	20101	20835
gene_24_contig_155688	gene_24_SAMEA2621151_40	56.863	153	57	1	1	144	25	177	1.87e-59	178.0	gene_24_SAMEA2621151_40	16027	16560	SAMEA2621085_65	SAMEA2619923_17	16027	16560
gene_63_contig_154566	gene_24_SAMEA2621151_40	57.225	173	65	1	1	164	1	173	8.099999999999999e-71	207.0	gene_24_SAMEA2621151_40	16027	16560	SAMEA2621085_65	SAMEA2619923_17	16027	16560
gene_63_contig_154566	gene_24_SAMEA2621151_40	57.225	173	65	1	1	164	1	173	8.099999999999999e-71	207.0	gene_24_SAMEA2621151_40	16027	16560	SAMEA2621085_65	SAMEA2619923_17	16027	16560
gene_41_contig_156409	gene_24_SAMEA2621151_40	53.513999999999996	185	77	3	1	185	1	176	1.5999999999999997e-63	190.0	gene_24_SAMEA2621151_40	16027	16560	SAMEA2621085_65	SAMEA2619923_17	16027	16560
gene_82_SAMEA2619923_17	gene_24_SAMEA2621151_40	57.419	155	55	2	1	146	25	177	1.1799999999999999e-61	184.0	gene_24_SAMEA2621151_40	16027	16560	SAMEA2621085_65	SAMEA2619923_17	16027	16560
gene_57_contig_155688	gene_51_SAMEA2621151_40	51.105	362	174	2	1	360	1	361	8.539999999999999e-139	395.0	gene_51_SAMEA2621151_40	32374	33483	SAMEA2621085_65	SAMEA2619923_17	32374	33483
gene_91_contig_154566	gene_51_SAMEA2621151_40	52.727	110	52	0	1	110	1	110	2.42e-38	128.0	gene_51_SAMEA2621151_40	32374	33483	SAMEA2621085_65	SAMEA2619923_17	32374	33483
gene_92_contig_154566	gene_51_SAMEA2621151_40	52.479	242	109	2	1	241	126	362	2.08e-91	270.0	gene_51_SAMEA2621151_40	32374	33483	SAMEA2621085_65	SAMEA2619923_17	32374	33483
gene_91_contig_154566	gene_51_SAMEA2621151_40	52.727	110	52	0	1	110	1	110	2.42e-38	128.0	gene_51_SAMEA2621151_40	32374	33483	SAMEA2621085_65	SAMEA2619923_17	32374	33483
gene_92_contig_154566	gene_51_SAMEA2621151_40	52.479	242	109	2	1	241	126	362	2.08e-91	270.0	gene_51_SAMEA2621151_40	32374	33483	SAMEA2621085_65	SAMEA2619923_17	32374	33483
