	start1	end1	start2	end2
36674	51	71	2418	2438
36675	57	81	87	107
36676	35	59	42	66
36677	25	55	81	118
36678	28	46	91	109
36679	9	52	1727	1770
36680	8	24	165	181
36681	21	34	17	30
36682	1	225	1	225
36683	2	225	24	244
36684	18	225	7	207
36685	142	187	107	152
36686	164	216	2055	2107
36687	142	187	89	134
36688	56	84	133	167
36689	65	87	593	617
36690	162	181	871	890
36691	154	171	992	1009
36692	21	53	55	87
36693	9	34	693	718
36694	70	96	510	540
36695	120	141	9	30
36696	1	93	1	93
36697	1	81	1	82
36698	1	39	1	39
36699	1	50	1	58
36700	4	59	13	67
36701	1	20	1	21
36702	1	17	1	17
36703	1	10	1	10
36704	4	81	82	147
36705	60	87	95	122
36706	1	16	1	15
36707	7	39	461	495
36708	2	55	34	86
36709	45	81	240	273
36710	1	42	1	37
36711	17	42	23	48
36712	1	11	1	11
36713	1	8	1	8
36714	1	9	4	12
36715	34	86	2110	2149
36716	1	8	1	8
36717	1	74	1	85
36718	1	32	1	33
36719	1	168	1	168
36720	2	168	3	206
36721	2	167	1	137
36722	75	164	12	102
36723	2	30	1	29
36724	81	164	96	177
36725	108	164	44	99
36726	153	167	192	210
36727	113	143	1924	1958
36728	83	107	8	32
36729	137	157	2322	2342
36730	27	47	41	61
36731	101	147	1741	1784
36732	100	130	5232	5262
36733	113	131	567	585
36734	18	137	388	508
36735	76	166	186	270
36736	1	444	1	444
36737	20	440	38	459
36738	2	440	9	453
36739	22	440	28	449
36740	3	440	18	444
36741	14	442	12	435
36742	20	442	5	434
36743	235	311	96	185
36744	316	421	324	408
36745	156	179	317	340
36746	222	247	28	51
36747	212	267	85	140
36748	223	252	3	37
36749	325	382	20	64
36750	237	330	266	362
36751	1	430	1	430
36752	116	430	41	358
36753	3	30	5	32
36754	119	430	38	349
36755	1	39	1	40
36756	289	430	354	495
36757	125	428	38	366
36758	12	42	13	43
36759	283	430	754	913
36760	119	271	37	193
36761	1	44	1	42
36762	123	428	36	373
36763	10	30	11	31
36764	125	428	47	378
36765	118	428	32	334
36766	5	29	6	30
36767	125	243	38	182
36768	4	26	5	27
36769	38	116	50	131
36770	267	321	57	112
36771	271	310	242	279
36772	37	124	1733	1808
36773	32	95	2806	2864
36774	292	325	2840	2873
36775	6	96	411	494
36776	274	352	1936	2019
36777	270	314	796	842
36778	37	99	1920	1983
36779	49	94	193	238
36780	338	398	124	191
36781	292	383	5290	5384
36782	97	138	22	63
36783	25	109	351	437
36784	339	366	178	205
36785	183	218	1	36
36786	285	324	1518	1570
36787	1	123	1	123
36788	5	119	14	137
36789	8	121	2	119
36790	8	120	3	125
36791	8	123	2	124
36792	6	119	1	111
36793	8	113	1	113
36794	8	89	1	88
36795	12	103	12	114
36796	23	74	11	64
36797	21	41	532	552
36798	28	55	244	271
36799	26	73	1576	1622
36800	17	62	353	397
36801	32	53	206	227
36802	7	46	2743	2789
36803	32	90	3	55
36804	70	104	201	236
36805	1	1238	1	1238
36806	2	472	4	475
36807	1111	1237	797	930
36808	828	963	694	829
36809	6	500	13	503
36810	1041	1236	800	1010
36811	3	494	5	504
36812	1155	1235	862	942
36813	22	874	3	805
36814	1158	1236	1135	1213
36815	20	467	1	451
36816	1113	1236	1033	1162
36817	22	406	4	390
36818	592	647	479	530
36819	8	78	318	389
36820	923	970	84	130
36821	997	1077	1529	1608
36822	549	601	141	194
36823	1123	1227	13	116
36824	701	776	706	782
36825	185	265	34	107
36826	440	478	135	174
36827	1	120	1	120
36828	13	104	3	93
36829	1	109	1	109
36830	1	118	1	115
36831	1	105	4	109
36832	30	104	1	74
36833	1	103	1	103
36834	66	117	686	731
36835	61	80	121	140
36836	46	72	78	99
36837	63	113	221	271
36838	13	35	1305	1327
36839	1	185	1	185
36840	18	105	9	96
36841	137	178	11	53
36842	156	178	44	66
36843	74	98	14	38
36844	66	95	360	389
36845	6	38	93	122
36846	1	467	1	467
36847	77	448	14	382
36848	77	443	40	403
36849	63	448	13	395
36850	64	448	46	432
36851	16	448	9	437
36852	76	399	30	353
36853	90	464	154	514
36854	21	446	40	449
36855	90	446	97	441
36856	85	464	94	461
36857	86	426	81	406
36858	85	444	79	422
36859	31	439	32	420
36860	85	448	85	432
36861	61	108	81	128
36862	258	330	1700	1767
36863	240	269	321	350
36864	121	207	550	640
36865	187	245	31	84
36866	30	76	820	859
36867	82	234	144	303
36868	276	330	410	457
36869	27	82	119	167
36870	245	277	56	88
36871	240	269	314	343
36872	220	279	220	280
36873	279	352	442	519
36874	1	102	1	102
36875	72	89	96	113
36876	10	54	178	221
36877	23	39	2293	2309
36878	73	92	363	382
36879	51	73	2530	2555
36880	34	66	1218	1248
36881	1	386	1	386
36882	9	381	14	385
36883	1	384	1	386
36884	9	381	23	376
36885	8	382	7	433
36886	20	380	22	383
36887	12	381	19	393
36888	14	384	32	403
36889	8	359	7	354
36890	250	322	106	182
36891	348	384	45	92
36892	322	356	565	603
36893	254	307	195	243
36894	192	233	12	60
36895	1	285	1	285
36896	8	281	1	272
36897	1	282	5	285
36898	2	281	54	333
36899	2	268	29	293
36900	1	278	51	330
36901	2	283	56	337
36902	1	277	67	352
36903	5	281	44	309
36904	1	283	64	353
36905	5	280	44	312
36906	5	280	44	317
36907	34	272	96	344
36908	5	280	56	335
36909	51	283	115	359
36910	100	261	49	206
36911	5	280	44	311
36912	14	275	68	340
36913	3	278	61	357
36914	5	282	56	341
36915	5	280	44	311
36916	26	283	95	360
36917	5	282	39	320
36918	4	283	38	318
36919	5	280	62	340
36920	5	282	67	347
36921	127	145	59	77
36922	109	153	581	632
36923	91	145	106	160
36924	155	172	75	92
36925	209	264	30	86
36926	173	279	108	193
36927	107	135	210	234
36928	65	184	108	248
36929	14	162	1154	1282
36930	108	158	22	65
36931	18	52	753	787
36932	242	269	229	256
36933	1	314	1	314
36934	14	314	11	306
36935	1	313	1	308
36936	14	314	3	288
36937	1	314	1	291
36938	3	256	11	238
36939	1	301	1	283
36940	18	130	98	199
36941	4	27	30	58
36942	9	108	2708	2814
36943	161	207	45	92
36944	19	47	5	33
36945	162	211	986	1032
36946	24	189	1020	1180
36947	14	35	2	23
36948	100	162	38	102
36949	66	78	183	195
36950	50	78	127	155
36951	150	186	377	412
36952	199	234	18	53
36953	63	100	178	222
36954	134	165	190	218
36955	151	202	4	58
36956	1	146	1	146
36957	1	146	1	144
36958	1	141	25	163
36959	1	142	25	164
36960	1	146	25	177
36961	1	142	25	168
36962	1	143	25	183
36963	1	144	25	166
36964	1	139	25	176
36965	1	140	51	192
36966	1	139	25	203
36967	1	139	30	160
36968	1	139	41	171
36969	23	139	1	125
36970	38	139	73	187
36971	1	139	25	164
36972	1	121	25	151
36973	1	139	33	177
36974	1	138	25	174
36975	27	138	43	170
36976	1	121	25	141
36977	32	74	107	148
36978	103	130	249	285
36979	84	119	601	636
36980	1	29	245	279
36981	56	141	3	99
36982	41	118	277	363
36983	107	142	195	230
36984	18	39	39	60
36985	1	124	1	124
36986	83	107	597	620
36987	83	105	613	634
36988	31	113	22	101
36989	60	97	481	516
36990	38	80	185	234
36991	80	120	32	62
36992	24	91	73	138
36993	83	105	614	635
36994	1	75	1	75
36995	4	75	1	68
36996	12	73	9	70
36997	9	71	27	89
36998	11	51	43	73
36999	20	48	24	55
37000	21	71	8	52
37001	13	52	34	74
37002	12	63	5463	5517
37003	2	50	50	101
37004	30	48	105	123
37005	1	18	539	556
37006	29	56	294	321
37007	25	42	1051	1067
37008	1	70	13	82
37009	24	45	112	133
37010	28	65	199	239
37011	44	75	156	187
37012	21	75	104	162
37013	22	73	31	80
37014	14	43	197	226
37015	1	102	1	102
37016	9	53	147	187
37017	15	58	4	53
37018	59	101	126	165
37019	43	69	146	172
37020	24	50	3	29
37021	1	198	1	198
37022	1	189	2	199
37023	1	188	1	182
37024	1	27	117	143
37025	19	62	27	72
37026	92	157	183	235
37027	95	185	413	507
37028	38	84	171	209
37029	1	220	1	220
37030	1	220	1	220
37031	1	220	1	220
37032	3	219	2	219
37033	4	220	8	224
37034	4	220	2	218
37035	14	220	2	208
37036	72	220	2	150
37037	4	217	16	230
37038	20	218	1	200
37039	3	212	4	214
37040	3	219	5	223
37041	2	215	13	226
37042	4	218	1	216
37043	17	220	2	206
37044	9	52	32	75
37045	61	202	29	174
37046	9	54	37	82
37047	63	202	36	180
37048	9	52	32	75
37049	63	201	31	174
37050	9	54	31	76
37051	9	54	37	82
37052	64	202	37	179
37053	9	54	37	82
37054	9	76	34	89
37055	180	217	3	40
37056	176	215	497	535
37057	14	37	9	32
37058	173	208	1	36
37059	34	56	469	491
37060	9	17	33	41
37061	2	15	29	42
37062	62	78	45	61
37063	96	138	95	131
37064	125	198	35	108
37065	1	114	1	114
37066	1	111	1	113
37067	3	110	4	114
37068	4	109	3	108
37069	2	114	6	110
37070	3	112	6	116
37071	1	101	1	104
37072	34	106	24	77
37073	34	106	24	77
37074	24	103	352	406
37075	23	106	364	425
37076	34	104	21	72
37077	44	107	538	600
37078	53	101	248	298
37079	87	114	186	213
37080	73	106	430	463
37081	83	104	434	455
37082	88	106	444	462
37083	23	103	354	409
37084	88	106	52	70
37085	88	104	438	454
37086	40	86	76	119
37087	92	109	380	397
37088	28	104	372	426
37089	21	67	27	72
37090	74	106	435	467
37091	14	54	146	192
37092	35	106	24	76
37093	88	106	436	454
37094	74	109	383	414
37095	71	86	101	116
37096	88	104	438	454
37097	28	103	358	411
37098	53	98	294	338
37099	7	39	68	100
37100	43	88	1733	1785
37101	48	64	62	77
37102	34	106	18	71
37103	1	88	1	88
37104	7	88	3	86
37105	32	74	5	46
37106	1	66	1	66
37107	7	74	39	114
37108	16	44	78	106
37109	6	47	1	42
37110	65	88	94	117
37111	26	68	419	453
37112	48	74	110	136
37113	56	83	67	89
37114	50	83	1480	1516
37115	1	234	1	234
37116	1	233	1	229
37117	3	227	20	250
37118	5	234	10	243
37119	1	233	1	243
37120	8	226	22	227
37121	8	227	104	338
37122	5	196	107	312
37123	5	227	4	203
37124	27	89	17	74
37125	176	219	118	161
37126	27	81	17	66
37127	74	102	307	335
37128	176	214	117	155
37129	16	54	245	290
37130	1	70	1	70
37131	1	70	1	70
37132	12	32	142	160
37133	1	18	163	180
37134	11	69	84	137
37135	47	67	48	68
37136	20	55	637	672
37137	3	22	5	24
37138	23	67	204	258
37139	1	2099	1	2099
37140	1	2085	195	2317
37141	620	2086	994	2477
37142	1	491	205	692
37143	621	2099	1227	2738
37144	23	526	248	725
37145	1402	1447	55	102
37146	1214	2085	1357	2253
37147	32	516	262	747
37148	629	824	939	1149
37149	904	1062	1144	1305
37150	2	453	210	615
37151	1547	2083	1837	2315
37152	1174	1518	1387	1725
37153	735	824	1124	1213
37154	924	1058	1235	1375
37155	629	653	832	856
37156	1081	1121	803	844
37157	1550	2085	1890	2415
37158	1219	1467	1486	1730
37159	23	469	226	639
37160	716	824	1162	1273
37161	906	1060	1269	1420
37162	629	653	896	920
37163	658	734	55	125
37164	868	914	3343	3396
37165	82	201	33	120
37166	463	483	60	80
37167	1432	1480	4	56
37168	701	769	90	162
37169	1084	1152	1399	1466
37170	1	160	1	160
37171	1	159	1	146
37172	27	148	23	123
37173	13	159	9	141
37174	56	92	56	92
37175	30	160	20	129
37176	31	88	873	942
37177	21	98	15	85
37178	63	123	237	292
37179	49	71	273	295
37180	55	96	218	270
37181	12	46	4	37
37182	1	361	1	361
37183	4	361	2	364
37184	7	361	7	366
37185	2	361	1	359
37186	1	358	1	367
37187	1	358	1	356
37188	1	359	1	370
37189	1	359	1	365
37190	36	357	115	520
37191	36	246	121	339
37192	259	357	430	527
37193	36	246	124	342
37194	259	348	431	519
37195	14	253	96	347
37196	239	355	411	534
37197	59	246	138	332
37198	259	357	423	520
37199	37	247	119	337
37200	259	357	425	522
37201	36	152	115	230
37202	259	358	462	560
37203	249	311	44	93
37204	172	230	249	308
37205	40	162	1213	1351
37206	239	291	236	296
37207	278	339	132	194
37208	36	74	66	101
37209	15	61	270	317
37210	51	96	104	157
37211	324	354	189	219
37212	1	613	1	613
37213	4	594	3	576
37214	1	595	1	581
37215	1	594	1	574
37216	3	568	4	584
37217	30	578	1	523
37218	4	603	3	592
37219	16	517	10	508
37220	1	554	1	538
37221	15	488	2	473
37222	15	495	2	482
37223	15	476	9	463
37224	15	476	30	484
37225	15	530	2	523
37226	15	500	2	482
37227	500	597	225	333
37228	500	590	216	303
37229	489	539	630	686
37230	500	551	611	662
37231	476	551	602	677
37232	500	537	399	442
37233	484	528	640	690
37234	212	234	4	27
37235	122	140	58	76
37236	416	466	38	87
37237	507	540	2244	2276
37238	123	164	10	58
37239	70	95	138	163
37240	304	344	56	99
37241	409	444	618	653
37242	1	64	1	64
37243	13	58	208	250
37244	7	36	84	113
37245	5	25	205	225
37246	41	58	249	263
37247	41	58	298	312
37248	39	63	47	75
37249	1	14	38	51
37250	28	56	110	138
37251	10	43	185	218
37252	41	58	262	276
37253	1	19	33	51
37254	9	36	142	169
37255	9	24	61	76
37256	2	26	1	25
37257	1	19	33	51
37258	1	89	1	89
37259	31	82	21	65
37260	19	31	418	430
37261	5	24	3	22
37262	18	80	4963	5023
37263	20	82	435	517
37264	20	35	448	463
37265	20	33	427	440
37266	20	31	432	443
37267	20	31	437	448
37268	33	80	122	175
37269	20	31	427	438
37270	78	89	912	923
37271	50	80	40	69
37272	1	229	1	229
37273	1	229	1	238
37274	1	227	1	234
37275	1	229	5	238
37276	1	222	1	229
37277	1	229	1	232
37278	1	229	2	236
37279	1	223	1	214
37280	2	223	1	217
37281	2	199	6	195
37282	34	225	39	211
37283	2	224	4	221
37284	2	223	4	215
37285	1	224	1	219
37286	2	195	4	191
37287	30	225	33	222
37288	2	98	1	94
37289	2	222	3	220
37290	2	199	6	195
37291	6	227	11	209
37292	2	225	4	223
37293	2	84	6	86
37294	120	179	92	155
37295	68	102	6	40
37296	168	223	162	215
37297	89	129	35	75
37298	56	146	63	161
37299	52	140	39	128
37300	34	86	519	574
37301	9	58	16	66
37302	84	120	199	235
37303	89	128	2637	2677
37304	89	114	36	61
37305	162	226	125	184
37306	100	166	157	216
37307	1	50	1	50
37308	2	49	291	339
37309	29	48	95	114
37310	21	44	830	853
37311	23	38	131	146
37312	2	49	378	426
37313	1	39	95	133
37314	12	23	1480	1491
37315	41	47	37	43
37316	41	47	37	43
37317	1	25	362	386
37318	2	23	1799	1820
37319	12	29	21	38
37320	1	652	1	652
37321	5	650	169	833
37322	46	647	25	627
37323	12	649	27	672
37324	23	647	130	770
37325	1	651	1	645
37326	13	410	208	604
37327	487	647	18	176
37328	247	294	2807	2855
37329	438	494	22	79
37330	87	125	1477	1515
37331	301	320	477	496
37332	610	648	365	399
37333	1	73	1	73
37334	1	66	1	66
37335	1	67	1	67
37336	2	68	3	69
37337	1	68	7	74
37338	2	66	1	65
37339	1	66	2	67
37340	7	67	1	61
37341	4	66	3	65
37342	4	67	12	76
37343	2	67	1	67
37344	32	55	33	56
37345	6	39	181	213
37346	35	55	182	202
37347	36	55	82	101
37348	31	64	345	379
37349	27	40	382	395
37350	5	67	246	298
37351	4	55	41	87
37352	1	83	1	83
37353	1	78	1	80
37354	1	80	1	80
37355	4	80	2	78
37356	9	77	3	72
37357	2	80	1	79
37358	6	77	7	78
37359	8	77	4	73
37360	9	80	12	83
37361	6	80	10	84
37362	2	80	1	79
37363	39	64	271	296
37364	35	54	253	272
37365	50	82	172	203
37366	7	47	313	357
37367	14	46	80	112
37368	51	78	1	28
37369	7	18	146	157
37370	1	181	1	181
37371	1	163	1	163
37372	25	163	1	141
37373	25	163	1	139
37374	1	165	1	165
37375	1	163	1	172
37376	1	167	1	187
37377	1	161	1	176
37378	1	163	1	167
37379	1	165	27	195
37380	1	165	1	211
37381	1	161	6	160
37382	1	161	17	171
37383	1	160	1	186
37384	47	161	1	125
37385	1	143	1	151
37386	1	161	1	164
37387	1	167	9	183
37388	1	160	1	170
37389	1	160	1	174
37390	1	143	1	141
37391	1	104	1	154
37392	125	152	249	285
37393	70	122	106	152
37394	95	134	5	38
37395	134	150	237	253
37396	61	111	71	119
37397	114	147	1097	1133
37398	1	79	1	79
37399	1	49	7	66
37400	2	48	6	53
37401	21	75	71	134
37402	4	38	175	209
37403	10	60	34	72
37404	50	78	8	37
37405	22	37	34	49
37406	17	72	2110	2158
37407	20	52	19	51
37408	6	47	1663	1704
37409	44	75	41	72
37410	18	34	25	41
37411	6	38	48	80
37412	65	79	140	154
37413	67	79	40	52
37414	1	65	1	65
37415	1	58	1	50
37416	36	52	191	207
37417	32	51	606	625
37418	30	56	2454	2481
37419	36	53	173	190
37420	10	36	533	559
37421	2	31	269	294
37422	10	30	178	198
37423	37	61	230	255
37424	38	59	125	146
37425	11	54	26	64
37426	1	16	1	16
37427	7	19	569	581
37428	6	60	20	80
37429	1	18	1	18
37430	26	62	110	145
37431	36	52	190	206
37432	36	52	189	205
37433	36	52	189	205
37434	36	55	187	206
37435	1	8	1	8
37436	1	8	1	8
37437	1	9	1	9
37438	36	52	190	206
37439	50	60	84	94
37440	1	11	1	11
37441	33	63	1599	1629
37442	28	64	164	202
37443	25	62	130	167
37444	3	13	2	12
37445	1	133	1	133
37446	16	131	1	111
37447	16	131	1	116
37448	16	131	1	112
37449	17	123	3	105
37450	16	132	1	116
37451	18	98	5	86
37452	77	129	23	66
37453	103	131	520	547
37454	20	45	35	60
37455	58	116	7	63
37456	85	101	44	60
37457	33	54	4014	4035
37458	1	337	1	337
37459	1	337	1	332
37460	2	337	1	319
37461	38	337	49	348
37462	97	332	6	233
37463	2	337	3	318
37464	2	332	1	329
37465	61	337	48	304
37466	62	337	49	304
37467	28	337	15	304
37468	1	84	1	66
37469	37	337	9	289
37470	1	337	1	301
37471	2	337	1	305
37472	62	335	43	271
37473	64	279	44	254
37474	24	337	4	294
37475	32	279	20	262
37476	59	337	47	278
37477	61	187	36	151
37478	52	279	30	244
37479	65	279	45	252
37480	64	334	46	317
37481	46	120	20	89
37482	61	177	263	380
37483	50	109	742	804
37484	62	77	1	16
37485	209	231	454	478
37486	1	450	1	450
37487	9	450	10	485
37488	1	443	1	469
37489	1	450	8	487
37490	367	449	514	595
37491	37	97	47	104
37492	324	449	392	527
37493	238	446	145	406
37494	296	446	444	652
37495	292	446	518	685
37496	11	101	17	107
37497	89	135	30	76
37498	352	385	2213	2246
37499	97	219	686	816
37500	211	247	1	38
37501	155	208	258	316
37502	163	177	12	26
37503	326	354	27	53
37504	1	241	1	241
37505	5	239	1	237
37506	5	238	1	229
37507	5	238	1	238
37508	5	238	1	232
37509	5	231	1	229
37510	5	238	2	236
37511	5	233	1	219
37512	6	204	1	186
37513	5	237	1	219
37514	40	208	36	195
37515	6	92	1	79
37516	6	233	4	221
37517	8	234	7	211
37518	6	94	3	83
37519	5	231	1	212
37520	43	234	39	217
37521	43	204	39	192
37522	6	94	3	83
37523	6	93	4	85
37524	5	94	1	85
37525	6	94	3	83
37526	6	94	4	84
37527	36	118	18	101
37528	50	126	178	251
37529	80	123	263	306
37530	6	92	4	82
37531	109	189	256	340
37532	13	77	198	259
37533	87	155	64	121
37534	58	93	178	213
37535	123	176	257	300
37536	150	194	296	339
37537	8	69	474	544
37538	49	87	177	215
37539	39	204	33	189
37540	35	91	17	70
37541	99	130	35	62
37542	1	366	1	366
37543	1	366	1	394
37544	1	366	1	376
37545	1	366	1	391
37546	1	366	1	377
37547	1	366	1	388
37548	1	366	1	381
37549	5	366	4	403
37550	5	366	4	462
37551	6	366	11	434
37552	5	366	4	451
37553	1	365	1	430
37554	6	365	5	439
37555	1	365	1	460
37556	211	366	293	454
37557	5	161	4	194
37558	21	63	41	83
37559	225	265	272	314
37560	230	280	558	608
37561	195	215	154	174
37562	316	349	490	518
37563	1	885	1	885
37564	580	651	35	95
37565	450	497	30	77
37566	56	121	1	63
37567	1	117	1	117
37568	5	115	3	116
37569	1	109	1	107
37570	5	88	3	85
37571	5	86	3	78
37572	5	114	3	112
37573	5	86	18	98
37574	22	66	123	167
37575	28	49	38	59
37576	93	113	30	50
37577	57	91	7	41
37578	39	89	154	195
37579	1	81	1	81
37580	18	71	1	73
37581	31	81	41	90
37582	20	69	4	49
37583	44	67	13	36
37584	6	42	21	60
37585	42	62	148	167
37586	20	66	43	85
37587	9	56	209	252
37588	35	60	20	45
37589	1	72	1336	1409
37590	13	43	2220	2250
37591	60	81	200	224
37592	15	75	126	186
37593	38	72	1351	1385
37594	1	61	1	61
37595	8	54	6	53
37596	2	32	40	70
37597	9	25	349	365
37598	34	61	109	136
37599	15	40	43	68
37600	10	56	306	354
37601	17	39	12	34
37602	1	194	1	194
37603	2	194	5	195
37604	2	194	11	203
37605	2	193	4	184
37606	1	194	1	196
37607	1	193	1	185
37608	14	186	16	179
37609	14	194	15	191
37610	2	194	3	188
37611	14	193	19	189
37612	2	194	4	187
37613	6	28	28	50
37614	3	29	24	50
37615	153	172	125	144
37616	35	72	668	707
37617	1	160	1	160
37618	2	40	5	43
37619	10	48	14	52
37620	89	132	439	479
37621	69	81	86	98
37622	51	80	22	51
37623	1	105	1	105
37624	4	99	18	113
37625	12	90	5	83
37626	31	71	124	162
37627	20	35	21	36
37628	39	68	165	195
37629	38	78	337	380
37630	1	408	1	408
37631	33	399	22	392
37632	24	404	11	388
37633	32	403	14	384
37634	33	406	15	389
37635	32	399	19	384
37636	33	396	29	372
37637	32	401	13	433
37638	32	255	13	232
37639	369	403	123	157
37640	366	399	116	149
37641	250	397	194	355
37642	369	401	123	157
37643	32	108	197	280
37644	44	93	249	311
37645	49	70	471	492
37646	148	167	5048	5067
37647	4	28	137	161
37648	119	158	247	293
37649	364	400	149	198
37650	341	370	1411	1434
37651	117	148	820	850
37652	1	79	1	79
37653	1	79	1	76
37654	9	75	19	85
37655	11	75	4	66
37656	1	71	1	68
37657	9	79	3	74
37658	19	78	6	75
37659	18	79	5	64
37660	5	52	2797	2842
37661	7	60	18	70
37662	42	71	622	651
37663	32	78	1062	1109
37664	1	89	1	89
37665	9	89	1	70
37666	1	85	2	75
37667	7	89	2	75
37668	7	89	3	74
37669	10	85	6	76
37670	7	89	2	80
37671	6	89	2	76
37672	7	82	15	104
37673	7	89	2	75
37674	7	82	5	78
37675	1	55	8	70
37676	70	84	132	146
37677	15	42	405	440
37678	24	71	50	97
37679	9	49	295	335
37680	1	67	1	67
37681	28	51	222	247
37682	28	65	232	268
37683	45	61	51	72
37684	24	47	65	88
37685	1	13	1	12
37686	3	49	555	600
37687	1	31	272	303
37688	31	59	286	314
37689	1	8	1	8
37690	1	545	1	545
37691	1	545	31	594
37692	1	545	30	586
37693	1	545	27	580
37694	1	544	29	592
37695	1	545	29	582
37696	1	446	30	477
37697	3	491	26	507
37698	3	515	25	531
37699	3	431	26	453
37700	3	432	23	452
37701	3	445	47	484
37702	3	442	23	459
37703	3	474	23	496
37704	3	446	23	462
37705	19	81	121	178
37706	444	511	630	689
37707	444	511	223	273
37708	41	68	138	165
37709	476	514	146	190
37710	57	85	63	88
37711	82	116	41	75
37712	156	237	337	423
37713	183	211	81	109
37714	36	64	140	164
37715	129	162	106	139
37716	1	249	1	249
37717	1	245	1	248
37718	1	249	1	251
37719	5	248	5	249
37720	1	249	1	252
37721	4	245	1	243
37722	1	238	1	242
37723	90	157	93	158
37724	118	158	246	280
37725	100	125	6	31
37726	205	230	302	327
37727	6	30	32	56
37728	1	39	1190	1233
37729	82	182	163	258
37730	167	177	14	24
37731	142	198	3946	4007
37732	200	211	216	227
37733	1	67	1	67
37734	1	67	1	67
37735	2	67	1	67
37736	14	63	2	51
37737	21	67	1	47
37738	34	67	2	35
37739	22	66	200	241
37740	41	66	225	249
37741	8	25	64	81
37742	20	35	16	31
37743	5	20	70	85
37744	39	57	2	20
37745	1	215	1	215
37746	64	106	101	133
37747	130	168	437	475
37748	22	65	108	158
37749	1	287	1	287
37750	3	284	51	333
37751	3	287	53	338
37752	12	284	1	272
37753	5	285	1	282
37754	6	281	29	309
37755	4	281	50	330
37756	8	284	43	309
37757	98	286	174	361
37758	9	283	56	337
37759	9	283	44	312
37760	9	283	39	315
37761	7	283	41	317
37762	12	285	70	347
37763	9	283	44	311
37764	98	287	174	365
37765	7	283	41	311
37766	9	283	56	335
37767	9	285	39	320
37768	9	283	62	340
37769	96	286	175	362
37770	96	286	164	353
37771	7	282	61	358
37772	178	286	250	360
37773	96	286	47	239
37774	52	286	118	359
37775	174	227	55	102
37776	3	119	129	250
37777	94	152	25	72
37778	36	64	19	47
37779	30	81	205	267
37780	1	459	1	459
37781	1	458	1	460
37782	15	456	19	464
37783	11	458	14	467
37784	17	457	13	460
37785	15	452	21	454
37786	17	458	18	471
37787	15	450	16	362
37788	19	454	22	411
37789	19	454	17	394
37790	16	455	27	426
37791	19	451	30	409
37792	19	452	18	407
37793	20	451	23	411
37794	17	195	29	214
37795	343	458	313	431
37796	423	452	78	108
37797	422	455	78	111
37798	422	454	38	70
37799	434	452	84	103
37800	240	265	56	88
37801	50	84	3096	3129
37802	262	330	371	438
37803	310	384	131	201
37804	399	452	12	72
37805	317	371	39	92
37806	169	199	1655	1685
37807	189	222	45	78
37808	57	82	116	141
37809	436	454	88	106
37810	354	435	229	315
37811	436	454	84	102
37812	1	155	1	155
37813	45	109	4083	4147
37814	60	92	706	738
37815	46	107	6130	6191
37816	63	92	1578	1607
37817	57	96	4616	4655
37818	50	134	19	101
37819	60	96	788	824
37820	60	92	283	315
37821	132	153	188	209
37822	132	153	76	97
37823	13	54	197	231
37824	63	86	580	603
37825	8	107	202	302
37826	78	128	19	70
37827	7	26	194	213
37828	77	120	67	107
37829	2	26	191	215
37830	72	109	4311	4348
37831	44	96	190	244
37832	64	88	156	180
37833	55	74	7	26
37834	1	120	1	120
37835	8	114	9	110
37836	1	117	1	116
37837	8	110	14	111
37838	8	114	11	115
37839	1	112	1	109
37840	1	109	1	102
37841	96	114	450	468
37842	8	48	77	117
37843	19	67	1	48
37844	1	104	1	65
37845	33	58	25	50
37846	9	90	58	136
37847	15	42	15	43
37848	98	113	456	471
37849	97	109	442	454
37850	33	108	22	73
37851	81	115	52	86
37852	50	87	569	606
37853	41	106	337	409
37854	97	107	444	454
37855	1	56	1	56
37856	1	43	13	54
37857	3	41	19	56
37858	1	46	18	69
37859	8	49	38	72
37860	5	40	9	47
37861	1	52	3	61
37862	3	42	28	65
37863	29	48	8	27
37864	14	38	74	98
37865	9	29	29	49
37866	2	38	1250	1290
37867	1	53	989	1027
37868	29	39	41	51
37869	12	37	130	155
37870	7	52	4	47
37871	2	42	73	113
37872	1	93	1	93
37873	2	42	4	42
37874	3	42	105	145
37875	2	73	3	72
37876	8	52	21	71
37877	14	69	5	59
37878	40	70	176	207
37879	19	59	464	501
37880	3	29	432	458
37881	50	72	197	219
37882	1	74	1	74
37883	4	65	10	71
37884	3	74	9	80
37885	4	66	11	75
37886	3	72	20	91
37887	43	64	39	60
37888	3	60	4	64
37889	43	60	49	66
37890	8	33	132	157
37891	26	71	172	206
37892	33	74	453	492
37893	40	66	243	269
37894	3	53	151	198
37895	6	25	480	499
37896	45	66	556	577
37897	31	52	314	334
37898	26	41	282	297
37899	42	62	423	443
37900	15	58	21	64
37901	60	73	34	47
37902	1	78	1	78
37903	10	74	12	76
37904	5	78	6	78
37905	1	73	2	70
37906	12	67	20	74
37907	12	60	25	74
37908	14	30	20	36
37909	2	55	210	263
37910	9	40	491	528
37911	64	78	219	233
37912	4	77	33	97
37913	9	39	88	119
37914	26	64	85	128
37915	4	31	723	750
37916	42	73	31	62
37917	20	44	238	261
37918	1	419	1	419
37919	1	418	1	401
37920	33	393	26	374
37921	88	393	82	374
37922	38	418	101	443
37923	97	393	124	409
37924	47	390	57	381
37925	88	414	95	391
37926	97	389	145	410
