,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
101454,TARA_138,,,60.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599345,NPO,ERS493803,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0375821842074
101479,TARA_138,,,60.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599345,NPO,ERS493803,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.0168402527466
101495,TARA_138,,,60.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599345,NPO,ERS493803,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0179228842321
101506,TARA_138,,,60.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599345,NPO,ERS493803,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.103419502285
101512,TARA_138,,,60.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599345,NPO,ERS493803,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0804859055146
101555,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0453485654277
101571,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0612310674426
101575,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.0269708601372
101594,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0288903939382
101599,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0559181481408
101610,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0173208814569
101649,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0195677718876
101653,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0326155857443
101661,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0251983928562
101666,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0188287621576
101673,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0193759160269
101675,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.0285115215559
101710,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.013353781093
101711,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0170001663673
101717,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0168667701967
101731,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.032140405612
101733,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0154439150587
101734,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.0429581904725
101740,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.0473130117204
101750,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.0211925368458
101763,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0401099089564
101766,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0326212444555
101768,TARA_102,,,480.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599346,SPO,ERS491995,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.115559262325
101779,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0900164054642
101787,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.158502248652
101809,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.103361129557
101816,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.136785833286
101829,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.227387576259
101833,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0733658772366
101834,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.108918691701
101836,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0629639195378
101854,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0860272261459
101855,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0689939501916
101866,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0527230394928
101888,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0889509786749
101896,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.100495610363
101907,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.106616993591
101915,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.0844175210518
101936,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0825028960903
101938,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0917232670288
101951,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.0982893132431
101954,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.0968965264685
101973,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0594021094821
102002,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0522781424185
102026,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.16622587648
102027,TARA_064,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599351,IO,ERS489996,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.193966544185
102036,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.026579588769
102068,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0141146111824
102084,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.011510869781
102106,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0173225122894
102108,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.0518084117012
102117,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.00859867652873
102121,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.015687855941
102122,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0176644339929
102124,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0141028726121
102125,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0231176959649
102159,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0118686866095
102165,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0107628414229
102166,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0347967818453
102186,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0112599739247
102207,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0373888539081
102208,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.00967138484012
102224,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.0184967205356
102232,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0251303921043
102236,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0129025389504
102243,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0148501720265
102249,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.0442822890585
102267,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0399584438268
102269,TARA_124,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599354,SPO,ERS492843,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.018532595925
102287,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.0636503008809
102294,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.00574346919062
102298,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.00487428843718
102319,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.00621099794148
102326,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.0927499001771
102327,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.00566084553394
102330,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.00267733883598
102335,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.00506515104745
102347,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0225860230164
102354,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.00540035975848
102358,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.00965202322395
102364,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.00548326430664
102365,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0057888490082
102416,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.0634310448709
102441,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.0577686253203
102449,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0161481767274
102458,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0031534033961
102469,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.00409270042855
102498,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.00537523206144
102507,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.00475122829847
102514,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0650017822028
102536,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0166883855855
102538,TARA_111,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599357,SPO,ERS492342,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.0988195179675
102548,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0123583627298
102557,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.00320371153885
102579,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.00916226595383
102586,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.00573301036266
102596,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0208279882699
102597,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0208506315151
102619,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.023436361081
102636,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0491425220253
102641,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0131654589016
102652,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0736967698461
102659,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.00665497338448
102667,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.00614086437178
